company_name,jd,job_tag,job_title,salary,skill_cata_tag,url
End Engineer,"As a senior back-end engineer in UNNO Technology, your daily main work is to ensure our large-scale distributed web system is under good infrastructure design. |||- Design and build infrastructures which meet the short-term product feature plan as|||well as the long-term product future goals.|||- Lead the team to analyze the performance of the critical system components.|||- Familiarity with Python and any of its web framework such as Django or Flasks. ( For|||your information, we develop highly-available distributed systems by Django|||framework.)|||- Experience in handle highly concurrent systems.|||- Understanding of micro-service architecture and operating systems.|||- Hands-on experience with large-scale Docker / Kubernetes deployments.|||- 3+ years of relevant experience.|||- Experience in Golang.|||- Strong leadership skill with great ownership.|||- Passion about software development, problem-solving and technical challenges.|||- Strong propensity for action, results and continuous improvement.|||- Great communication and teamwork skills.",軟體工程師,Senior Back,80k - 140k TWD Monthly,Python|||Django|||PostgreSQL,https://meet.jobs/zh-TW/jobs/38454-senior-back-end-engineer
MAYO Human Capital,,軟體工程師,【Free Talk】MAYO Human 自由交流,0+ TWD Annually,,https://meet.jobs/zh-TW/jobs/39102-free-talkmayo-human-%E8%87%AA%E7%94%B1%E4%BA%A4%E6%B5%81
MAYO Human Capital,"在臺灣可以很容易找到一堆軟體接案公司；|||但是，要找到堅持做好產品的軟體公司，還真的不容易。|||在習慣代工的軟體產業中，打造品牌從來都不是一件容易的事；|||不過，MAYO是一間專注並且持續在雲端企業級服務投入研發資源的公司，|||邀請您的加入，一起將MAYO打造成為臺灣最強悍的雲端HR服務商！|||【工作內容】|||1. 現有模組前端頁面優化。|||2. 與Designer合作，頁面切版及優化使用者介面。|||3. 與後端工程師合作，串接API。|||【必要資格】|||1. 3 年以上 Front-end 開發經驗|||2.熟悉 HTML5 / CSS3 / Javascript（ES5/6/7）/ Typescript|||3.熟悉 React.js & Redux ✨|||4.熟悉 RESTful Web Service 開發|||5.熟悉 Git，具備 Git Flow 並有多人協作的經驗|||6.實務有過Code Review經驗|||7.樂於學習新知，與團隊一同快速成長|||【加分條件】|||1.熟悉 Webpack|||2.熟悉 Typescript|||3.有 CI / CD 經驗|||4.用過CSS框架 Tailwind CSS,styled-component|||5.有前端單元測試與整合測試經驗 TDD or BDD",軟體工程師,ReactJs資深前端工程師(Senior / Junior),700k - 1.3m TWD Annually,ReactJS|||JavaScript|||Git|||Redux,https://meet.jobs/zh-TW/jobs/36944-reactjs%E8%B3%87%E6%B7%B1%E5%89%8D%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%ABsenior-junior
MAYO Human Capital,,軟體工程師,.NET資深後端工程師(Senior / Junior),1m - 1.8m TWD Annually,,https://meet.jobs/zh-TW/jobs/29264-net%E8%B3%87%E6%B7%B1%E5%BE%8C%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%ABsenior-junior
OpenNet Limited 開網有限公司,"
● Work with product owners and other development team members to determine new features and user stories needed in new/revised applications or large/complex development projects.|||● Participate in code reviews with peers and managers to ensure that each increment adheres to original vision as described in the user story and all standard resource libraries and architecture patterns as appropriate.|||● Respond to trouble/support calls for applications in production in order to make quick repair to keep application in production.|||● Participate in all team ceremonies including planning, grooming, product demonstration and team retrospectives.|||● Mentor less experienced technical staff; may use high end development tools to assist or facilitate development process.|||● Advanced proficiency in Object Oriented Design (OOD) and analysis. Advanced proficiency in application of analysis/design engineering functions. Advanced proficiency in application of non-functional software qualities such as resiliency, maintainability, etc. Advanced proficiency in advanced behavior-driven testing techniques.|||● Application Framework: Java 8, Spring Boot|||● Microservices: Spring Cloud (Spring Cloud Config / Open Feign / Spring Cloud Hystrix / Spring Cloud Gateway)|||● Database: MySQL (Aurora / RDS)|||● Public Cache: ElastiCache, Redis (MS, Sentinel, cluster)|||● Message Queue: Apache RocketMQ, RabbitMQ, Kafka|||● Coordinator: Zookeeper|||● APM: Jaeger, opentracing|||● Documentation: Springdoc-OpenAPI|||● Search and Reporting: ElasticSearch|||● Log Real-time Visualization: ELK, Loki|||● Monitoring: Prometheus, Grafana, CloudWatch|||● Container: Docker, Kubernetes|||● CI/CD: Jenkins, ArgoCD|||● Fluent in written and spoken English|||● Experience with microservice systems|||● Experience with Spring Boot, Spring Cloud and Spring Data|||● Working knowledge of database (preferably MySQL & Redis)|||● Be able to work independently|||1. Online test: 78 mins|||2. On-site interview: 100-130 mins|||3. Interview result within 24 hrs",軟體工程師,(Sr.) Backend Developer 後端工程師,700k - 2.2m TWD Annually,Java|||Spring Boot|||Spring Cloud|||MySQL|||Microservices|||RESTful APIs|||Backend|||Docker|||Kubernetes,https://meet.jobs/zh-TW/jobs/19179-sr-backend-developer-%E5%BE%8C%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%AB
以恩資訊,"工作內容：|||1. 資訊相關科系大專以上畢業, 2年以上工作經驗|||2. 熟Java, JSP, Java Script, AJAX, HTML 等相關網頁技術|||3. 熟悉資料庫與相關開發工具, 熟MS-SQL（Oracle、Mysql 亦熟悉者尤佳）|||4. 與專案經理、客服人員等相關人員配合，協同執行專案|||5. 主動，負責，熱誠|||6. 至少二年以上網頁應用程式開發經驗",軟體工程師,Product Support S/W Engineer | 軟體產品支援工程師,60k+ TWD Monthly,JAVA|||JSP|||JAVA SCRIPT|||AJAX|||HTML|||MS-SQL|||Oracle|||Mysql|||網頁開發,https://meet.jobs/zh-TW/jobs/36930-product-support-sw-engineer-%E8%BB%9F%E9%AB%94%E7%94%A2%E5%93%81%E6%94%AF%E6%8F%B4%E5%B7%A5%E7%A8%8B%E5%B8%AB
AccuHit 愛酷智能科技股份有限公司,1. 負責產品系統開發、前後端程式撰寫及維護。|||2. 網站的前後端及相關API 開發與串接並確保程式品質。|||3. 參與產品整體架構改進、性能優化和技術方案制定。|||4. 學習和研究新技術以滿足性能優化等需求。|||5. 後台系統開發與維護。|||6. 完成其他主管交辦事項。|||#投遞職缺請附上作品集或相關連結|||【必備條件】|||1. 熟悉 PHP、Javascript、HTML5、MySQL。|||2. 軟體版本管理經驗 （例如 Git，GitHub）。|||3. 熟悉 Laravel Framework。|||4. 具備專案設計、規畫、開發相關工作經驗。|||5. 相關工作經驗2年以上|||【加分條件】|||1. 具備提出開發時程預估(Plan)、規畫(Design)與建議回饋(Code Review)的能力尤佳。|||2. 有 PHP 作品，面談時可提供作品Demo。,軟體工程師,PHP Laravel 資深開發工程師,60k - 85k TWD Monthly,PHP|||MySQL|||JavaScript|||jQuery|||AJAX|||HTML|||Git|||laravel|||GitHub|||Fluent in Chinese,https://meet.jobs/zh-TW/jobs/35528-php-laravel-%E8%B3%87%E6%B7%B1%E9%96%8B%E7%99%BC%E5%B7%A5%E7%A8%8B%E5%B8%AB
AccuHit 愛酷智能科技股份有限公司,【工作內容】|||1.工時評估|||2.API回傳規格制定|||3.與UI/UX合作進行切版|||4.與後端工程師合作進行串接API|||5.參與模組化開發|||6.協助進行Code Review|||7.開發共用套件|||【工作要求】|||1.熟悉 Vue.js（2 3 都可以）、javascript ES6 ES7|||2.具備串接與研究第三方API、SDK，原文閱讀文件能力|||3.具備 SEO 基礎，RWD 與 UX 觀念|||4.具備前端架構及模組分析設計的能力|||5.具備 Git 版本控制與分支管理能力|||6.樂於學習並應用各種視覺化／前端的技術|||7.team player|||8.相關工作經驗2年以上|||#面試請附上作品或個人網站連結,軟體工程師,Vue.js 資深前端工程師,60k - 80k TWD Monthly,vuejs|||JavaScript|||jQuery|||AJAX HTML JavaScript jQuery|||Git|||Bootstrap|||Fluent in Chinese,https://meet.jobs/zh-TW/jobs/27998-vuejs-%E8%B3%87%E6%B7%B1%E5%89%8D%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%AB
AccuHit 愛酷智能科技股份有限公司,【工作內容】|||1. 盤整公司各部門開發需求，並將需求轉化為可執行的計畫與產品規格文件。|||2. 製作專案規格表、流程圖、架構圖、甘特圖等。|||3. 規劃專案時程、分派工程任務，與產品及前、後端工程師協作，以推動專案進行。|||4. 與前、後端工程師合作，確認專案功能與製作時程符合專案目標。|||5. 主動跟追專案開發進度，發掘潛在問題，提升團隊開發效率。|||【必備條件】|||1. 具備系統分析能力。|||2. 熟悉Web API運作，可獨立設計API規格|||3. 熟悉至少一種關聯式資料庫，可獨立進行複雜SQL指令編輯及資料庫架構設計。|||4. 熟悉軟體開發流程。|||5. 具備至少一年以上專案管理經驗。|||6. 良好的跨部門溝通協調能力。|||【加分項目】|||1. 具備雲端平台開發管理經驗者佳。|||2. 具備一年以上軟體開發經驗者佳。,軟體工程師,【行銷科技】技術專案管理師 Technical Project Manager(Senior/Junior),50k - 85k TWD Monthly,api|||SQL|||軟體開發規格文件|||專案管理,https://meet.jobs/zh-TW/jobs/35530-%E8%A1%8C%E9%8A%B7%E7%A7%91%E6%8A%80%E6%8A%80%E8%A1%93%E5%B0%88%E6%A1%88%E7%AE%A1%E7%90%86%E5%B8%AB-technical-project-managerseniorjunior
imBee Limited,"imBee 是一間提供 IM 整合平台 ( WhatsApp, Line, Wechat ) 服務的香港軟體公司，即時通訊軟體最初是為個人使用而設計的，而非企業。我們正在對即時通訊軟體進行徹底的重新設計，以便使企業更高效地完成任務，節省更多資源，並與客戶建立更好的關係。|||我們發展迅速，客戶有保險和通訊企業等大公司，也有醫療、電子商務、教育和零售領域的中小企業，並且由一些亞洲最優秀的投資者支持。|||加入我們一起改變企業與消費者之間的交流方式|||官方網站 ➡|||商貿報導 ➡|||PCM報導 ➡|||團隊採用 Scrum 敏捷式開發來作為產品管理，每個 sprint 的長度為一～二週 ( 視中間假期長度為準 )，每週二會進行 sprint planning & review ，每天都會進行簡單的 Stand Up meeting ( By Google Meet )。",軟體工程師,Backend Engineer,1m - 1.5m TWD Annually,PHP|||NodeJS|||Amazon Web Services (AWS),https://meet.jobs/zh-TW/jobs/32947-backend-engineer
(220068),"IoT+Industrial 4.0=IIoT，新一代的IIoT Controller將為Industrial產業進行一場Digital Transformation，工業物聯網的大數據時代也少不了Cybersecurity與UI/UX都是這場數位轉型的關鍵技術，為客戶帶來新世代的產能價值，歡迎您加入打造IIoT Controller。|||IIoT Controller關鍵技術(real-time, redundant, protocol, security, network):|||開發與測試 (New feature and Improvement)|||維護 (Bug fixing and Customization)|||客戶支援 (Technique Support)|||1. Bachelor degree or above in computer engineering/computer science or related fields|||2. Familiar with Linux system administration|||3. Familiar with C/C++|||4. Familiar with Git|||5. Familiar with TCP/IP and network programming|||以下僅為加分項目，歡迎與我們分享相關經歷。",軟體工程師,IIoT Software Engineer,1.1m+ TWD Annually,,https://meet.jobs/zh-TW/jobs/39096-iiot-software-engineer-220068
Swingvy,Please submit with English CV|||Must hold APRC for foreign application,軟體工程師,後端工程師 Back End Engineer,1m - 1.8m TWD Annually,Java|||Rest API|||Micro-service Architecture|||Spring Framework|||English,https://meet.jobs/zh-TW/jobs/36221-%E5%BE%8C%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%AB-back-end-engineer
Digiappex,崗位職責:|||1. 從技術角度，與需求方一同規劃思考解決方案，並實作、優化現有功能|||2. 確保產生的程式碼品質，撰寫高可讀性、可維護性的程式碼|||3. 能獨立完成需求分析與產品研發工作，開發相關係統並保證系統穩定|||4. 主管交辦的其他事項|||具備專長及條件:|||1. 熟練掌握任一款 PHP 或其他後端語言的框架，如 Laravel、ThinkPHP 等|||2. 熟悉 Linux 指令操作，熟悉 ssh、crontab 等常見的 Linux 工具，可以做到 Nginx、php-fpm 等服務的狀況排除或效能優化|||3. 熟悉 git 版本控管的操作，可以解釋各個指令代表的意義，例如 push、pull、revert 等指令|||4. 知道至少一種 git 的開發 flow，也能理解 git 的 flow 設計與部署之間的關聯|||5. 熟悉 MySQL 的操作，可以根據需求設計合理、有彈性的資料庫結構及索引，同時具備效能調校經驗，有能力分析及判斷效能的瓶頸並優化|||6. 熟悉至少一種快取技術，如 Redis 或 Memcached，能分析使用場景並在合理的地方加入快取|||7. 有大流量或高並發系統設計的經驗，可以設計合理的擴展架構，在確保系統穩定下提升負載量|||8. 良好的溝通能力，即便和非技術的同仁合作，也能用任何形式的方式解釋與溝通技術概念，讓其他同仁理解你想表達的事物|||9. 有自行學習新技術的能力與熱情，能將學習到的新知以任何形式分享給部門同仁，提升團隊整體的技術力|||加分項：|||1. 有參與過 CI、CD 的開發經驗|||2. 有操作 NoSQL 的使用經驗|||3. 有 unit test、functional test 甚至是 TDD 實作經驗|||4.具獨立作業、團隊合作能力。|||5.具備良好溝通能力與抗壓力。|||6.其他海外工作1年以上工作經驗者，能快適應異國環境者佳。|||福利：|||1.人家心酸擠兩人一間上下舖，我們提供個人超大獨立房，還有衛浴和小廚房。|||2.水土不服不小心生病了，公司提供溫暖醫療津貼，讓您杜拜生病花費免煩惱。|||3.思鄉想家了，公司每季提供2萬5000機票補助，讓您到職6個月後，選擇回國放個鬆。|||4.免費提供午晚餐，讓你三餐不用煩腦。|||5.只要在杜拜，每月還會給予500AED(4000NT)駐杜津貼給你花花。|||6.生日壽星不再只有蛋糕和蠟燭，我們會發放實質500AED生日津貼真心祝福您。|||7.每月除基本薪資及津貼，每年還有讓人開心的年終發放，讓你杜拜工作賺到笑吱吱。|||8.轉正貼心幫您辦理兩年杜拜工作簽，讓您在杜拜不用擔心自己打黑工。|||9.每周提供水果餐，每周辦公室零食吃到吐、每周吃下午茶增強Energy。|||10.年假21天及春節假7天，一年2天帶薪病假，讓您在杜拜能彈性運用。|||11.滿一年公司給予忠誠小獎金2000AED(16000NT)滿心感謝您！|||12.上班累了公司提供遊戲機，讓你唱K玩遊戲都不用愁～|||13.高級標配蘋果筆電工作機，讓你工作效率高高高。,軟體工程師,中高級PHP工程師,100k - 200k TWD Monthly,Laravel|||ThinkPHP|||Linux|||MySQL|||git|||Redis|||Memcached,https://meet.jobs/zh-TW/jobs/37741-%E4%B8%AD%E9%AB%98%E7%B4%9Aphp%E5%B7%A5%E7%A8%8B%E5%B8%AB
中嘉數位股份有限公司,1. IP核心網路規劃與建置專案管理|||2. 各網路防火牆規劃與建置專案管理|||3. DCN網路規劃與建置專案管理|||4. DPI頻管系統規劃與建置專案管理|||5. WEB/P2P/GGC/Cache規劃與建置專案管理|||6. CDN網路規劃與建置專案管理|||7. 專線電路(基站/企業用戶)骨幹網路規劃與建置專案管理|||8. Transit/Peering頻寬的購置/介接/資源分配之規劃(含成本和品質管控)與執行|||語文條件英文(聽:中等、說:中等、讀:中等、寫:中等)|||證照CCNA|||其他條件|||■5 years of experience in IP network design and operation|||■3 years of experience of working in IP networking department in telecom providers or providing network infrastructure design/maintenance project to telecom service providers is strongly preferred,軟體工程師,核心網路資深工程師,40k - 100k TWD Monthly,,https://meet.jobs/zh-TW/jobs/38809-%E6%A0%B8%E5%BF%83%E7%B6%B2%E8%B7%AF%E8%B3%87%E6%B7%B1%E5%B7%A5%E7%A8%8B%E5%B8%AB
中嘉數位股份有限公司,1. 規劃有效率資料處理分析流程、各項資料分析模型與演算法|||2. 與相關單位訪談、蒐集與規劃各項分析需求|||3. 依據需求建立資料蒐集、清洗與分析等自動化產出機制|||4. 各項分析工具環境設定與維運|||工作技能 資料庫軟體應用、技術文件撰寫能力、具備溝通協調能力|||語文條件|||其他條件|||數據分析相關行業1年以上經驗|||具備各類數據分析相關證照尤佳|||孰悉SQL/各類數據統計分析工具,軟體工程師,數據分析師,40k - 80k TWD Monthly,,https://meet.jobs/zh-TW/jobs/39092-%E6%95%B8%E6%93%9A%E5%88%86%E6%9E%90%E5%B8%AB
JKOPAY 街口電子支付股份有限公司,,軟體工程師,【Free Talk】街口支付 JKOPAY 自由交流,0+ TWD Annually,,https://meet.jobs/zh-TW/jobs/37509-free-talk%E8%A1%97%E5%8F%A3%E6%94%AF%E4%BB%98-jkopay-%E8%87%AA%E7%94%B1%E4%BA%A4%E6%B5%81
饌元股份有限公司（早餐吃麥片 / 運動吃蛋白 / UrMart）,"工作內容|||我們正在尋找擁有對技術與商業有同等熱誠，認為用戶體驗至上的資深後端工程師，你的職責會是與技術團隊開發能幫助 公司業務 與 使用者體驗滿意度 成長的新功能，幫助我們獲得更多用戶與回購率，甚至是透過開發內部工具改善團隊的工作流程與效率|||面對用戶，我們是一家 Product-Driven 的公司，我們相信唯有打造好產品、挖掘挑選好商品，才能吸引用戶、留住用戶；團隊內部，|||我們是一家 Data-Driven 的公司，討論與決策皆基於數據、圍繞於用戶，面向使命與願景，透過數據與技術，讓服務品質不斷升級。|||我們喜歡永遠不滿足，想把事情做好，不害怕嘗試新挑戰，以成就感為食的人|||我們的使命是：為下一代人找到更好的生活方式|||【工作內容 】|||調整和優化系統，依據需求開發和重構模組|||協助數據資料整理及報表建置|||研究架構，依照中長期規劃提升系統負載|||第三方 API 串接（金流, 通知, CRM tool... etc.）|||RESTful API 建置|||開發文件紀錄及撰寫|||【工作要求 】|||2 年以上工作經驗 或 從無到有完整參與產品開發|||Django 產品開發經驗1年以上|||DRF專案經驗，設計過 RESTful API|||PostgreSQL、MySQL語法使用|||熟悉 git 版本控制與開發流程|||【加分條件】|||熟悉 AWS EC2 / Cache / RDS|||串接過金流 / FB API 等第三方工具|||良好的 Coding Style|||單元測試|||有CI/CD 的專案經驗|||有敏捷開發經驗|||【現有團隊的運作模式】|||1. 目標明確並兼顧市場需求：|||以產品 Roadmap 作為團隊行動方向，因應商業及技術變化每一季度調整產品Roadmap。|||2. 績效衡量指標明確：|||Roadmap 將拆分為 產品 / 前端 / 後端 目標及衡量指標，產品及開發各自針對目標提出季度執行方向|||3. 團隊反應快速，傳接球順暢，盡可能降低技術債：|||透過 Scrum開發流程，2周一個衝刺，不斷調整執行項目，逐步向目標靠近；開發過程透過 Code Review 及測試，確保穩定度及代碼一制性|||4. 求快也求穩：|||衝刺過後透過回顧會議闡述衝刺貢獻，並且透過測試流程確保產品穩定|||【職涯發展路徑】|||在UrMart可能的成長方向？有機會達成哪些成就？|||發展可能1 : 系統架構師|||針對現有架構做效能調校，負責處理不同量級高併發流量，依照不同功能做架構拆解，依模組搭建最優化的成本。|||發展可能2：資深技術經理|||制定簡潔易讀的程式風格提高溝通效率，完善測試流程，建構自動化開發部署流程，管理專案目標並做合適的資源配置，定期審核程式碼內容並優化重構，帶領後端團隊成為高效開發團隊。|||發展可能3：資深產品經理|||肩負承擔產品成敗重責大任，搜集外部數字及競業分析了解目前大環境現況，從現有數據中挖掘洞見，討論商業邏輯並逐步提出優化方向，規劃產品路徑圖，管理開發資源及項目時程。",軟體工程師,後端 Python 工程師,600k - 750k TWD Annually,Python|||python/django|||django,https://meet.jobs/zh-TW/jobs/39256-%E5%BE%8C%E7%AB%AF-python-%E5%B7%A5%E7%A8%8B%E5%B8%AB
UNIVERSE TECH 天瀚國際科技有限公司,【工作內容】|||【技能要求】|||【加分條件】|||【上班時間】|||中班：15點－23點|||晚班：23點－08點|||【晚班津貼】|||應徵晚班的求職者，|||會予以額外津貼且優先錄取，|||請於投遞履歷時附上班別意願。,軟體工程師,運維工程師 Operation Engineer（需求人數 ：2～3人）,40k - 55k TWD Monthly,Linux|||app developer|||api|||browser,https://meet.jobs/zh-TW/jobs/29068-%E9%81%8B%E7%B6%AD%E5%B7%A5%E7%A8%8B%E5%B8%AB-operation-engineer%E9%9C%80%E6%B1%82%E4%BA%BA%E6%95%B8-23%E4%BA%BA
XREX,"專精雲端運維，卻苦無國際平台嗎？|||想與頂尖團隊一起用最新技術與思維，建立雲端運為平台嗎？|||想實際使用 AWS 上最新的各種雲端運為架構嗎？|||想在台灣，擁有矽谷團隊的運作方式，與國際一流人才互動嗎？|||XREX 誠徵：具有 DevOps 思維與技術的 資深 SRE System Reliability Engineer。|||【工作內容】|||1. 負責日常 AWS 線上營運平台運維工作, 保障系統7*24小時穩定運行、系統監控、應用監控、日誌監控、元件升級、安全事件回應處理、成本控制，資源管理和分配等|||2. 負責日常AWS 線上營運平台各項問題/緊急狀況處理/排查/追蹤/回報|||3. 分析系統瓶頸，優化架構和優化性能|||4. 監控系統 Zabbix、Nagios 和 ELK 建置、維護、告警處理及調整，並能依照特定需求完成自訂腳本掌握系統運作狀態|||5. 協助應用系統、資料庫高可用部署、備份、故障排除|||6. 配合後端、產品與建置伺服器等架構|||7. 定期的報告、報表製作與事件紀錄|||8. 協助排除內部 IT 問題以及內部資訊環境建置及維護 9. 配合公司安排 oncall(津貼另給) 處理緊急問題 (必要時需輪班)|||【必備條件】|||1. 5年及以上的 Linux 系統使用和管理運維經驗|||2. 有7*24運維工作經驗佳|||3. 熟悉 AWS 雲端平台，如：|||AWS EC2|||AWS Cognito|||AWS API Gateway|||AWS Networking (firewalls and routing)|||AWS VPC permissions and routing|||AWS Lambda functions|||AWS Aurora (MySQL but cloud-based)|||AWS Elasticache (explicitly REDIS)|||AWS Cloudfront|||AWS Cloudwatch|||AWS Security and protection systems|||AWS Elastic Beanstalk|||AWS CloudFormation|||AWS OpsWorks|||AWS EKS|||AWS Fargate|||AWS IAM|||AWS SSM Patch Manager|||Dashboard systems such as Grafana|||Scripting languages such as Bash script, Python|||Container systems such as Kubernetes|||4. 熟悉自動化組態管理工具: Chef 和 Ansible|||5. 熟悉 Linux 環境下的系統管理、網絡管理、監控、問題追踪及故障排除|||6. 熟悉大型網站系統架構，，EKS、MongoDB、Kafka以及相關應用的部署、備份、復原、調教、優化, 包括：Web伺服器、資料庫、流量管理、負載均衡、消息隊列、高可用解決方案等|||7. 具備相關資訊安全知識|||8. 具有良好的溝通能力和團隊合作能力, 具有較強的抗壓能力和學習能力，能夠獨立高效地發現和解決問題|||XREX 為阿碼科技原班人馬再次創業，為 AppWorks 之初創投、Skype 創辦人 Toivo 與 Jaan、WI Harper 中經合創投、BlackMarble 萬豐資本、台灣國發基金、以及中華開發等共同投資的區塊鏈科技公司。|||執行長Wayne Huang 黃耀文: https://www.linkedin.com/in/armorizewayne/|||運維總經理 Sun Huang: https://www.linkedin.com/in/sun-huang-00762630/|||-About XREX:|||https://www.xrex.io|||https://www.linkedin.com/company/xrexinc/|||-Our culture: https://downloads.xrex.io/culture",軟體工程師,資深 DevOps 雲端維運工程師 / Senior DevOps SRE,1m - 2m TWD Annually,AWS / DevOps|||AWS,https://meet.jobs/zh-TW/jobs/38466-%E8%B3%87%E6%B7%B1-devops-%E9%9B%B2%E7%AB%AF%E7%B6%AD%E9%81%8B%E5%B7%A5%E7%A8%8B%E5%B8%AB-senior-devops-sre
自力耕生股份有限公司,汪喵星球對於前端工程師期待是希望此職務是一座倫敦大橋，但你不會垮下來，而是能夠竭盡所能地將理想與現實連結起來，你能夠將UIUX的夢幻泡泡完美的呈現於網站上，建置一個順暢且友善的使用者介面，讓使用者在使用網頁時，可以快速找到自己需要的功能。|||與PM、設計團隊討論「汪喵星球網頁平台設計與發展的策略」，使其平台使用高效率高品質。|||900K - 1.2M TWD / 年薪，若能力超過，歡迎面議 。,軟體工程師,Senior Frontend Engineer 資深前端工程師,900k - 1.2m TWD Annually,"HTML / CSS / Javascript|||asynchronous, types, closures, and ES6|||reactJs",https://meet.jobs/zh-TW/jobs/35048-senior-frontend-engineer-%E8%B3%87%E6%B7%B1%E5%89%8D%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%AB
91APP,"【團隊任務與介紹】 91APP 為國內首家掛牌上櫃的原生 SaaS 軟體服務公司，提供「虛實融合(OMO)」新零售軟體雲服務，協助零售品牌快速切入電商市場。我們致力於協助品牌進行數位轉型，已成功協助諸多品牌完成新零售佈局，隨著互聯網快速演進發展，不少大型零售實體品牌面臨直接衝擊，數位轉型勢不可擋，迄今服務客戶累計破萬家，更涵蓋多家國內外大型品牌商家。|||架構設計部著眼於解決 91APP 長遠發展可能會遇到的技術瓶頸，因為面對的是較大的題目及挑戰，因此對成員的要求除了交付，更注重的是能用正確的方法解決問題，此角色的使命即為針對這些命題能設計出適合的解決方案。|||【實際接觸到的工作內容】|||1. 開發、維運上雲端 (AWS) 運行的共用服務。|||2. 與功能團隊 (Feature team) 共同協作，優化服務並解決團隊問題。|||【期望你具備的基本條件】|||1. 具備 2 年以上 C# 經驗且熟悉開發框架 (.NET framework 4.5 以上, .NET Core 3.1 以上)。|||2. 熟悉以下框架或套件的使用。|||- ASP.NET Core、ASP.NET (擇一)|||- ORM 相關：Entity Framework Core、Entity Framework 5、dapper (擇一)|||- DI 相關：Microsoft Extension Dependency Injection、Autofac、Unity (擇一)|||3. 至少應用過一種 RDBMS 或 NoSQL。 - MsSQL、PostgreSQL - MongoDB、DynamoDB、Redis|||4. 能夠撰寫單元測試 (MsTest、xUnit)。|||5. 開放的心胸、喜歡分享、樂於溝通、能以團隊為考量。|||【專屬於你的加分項目】|||1. 具備 DDD 相關設計開發經驗。|||2. 設計或開發過 Queue、Event Driven 相關系統。|||3. 容器化或 K8s 相關使用經驗。|||4. 曾經使用像是 AWS、GCP ... 等公有雲核心服務(EC2、RDS、S3、Lambda、SQS、CloudWatch…)。|||5. 持續且有組織的學習，例如寫技術 Blog 或者參與社群讀書會。|||【立即加入91APP的團隊文化】|||擁抱變化：體驗公司在快速發展下的變化，包括產品發展方向、組織調整，快速地進行自我調適。|||價值導向：從客戶、公司、團隊的角度去論述價值，用具體的行動創造商業影響，以終為始地推動產品發展。|||務實主義：開放地面對問題，從真實場景洞察與定義需求，鼓勵聚焦目標，解決真實的問題，共創更好的產品服務。|||╰ ★ 更多更精采的91APP ★ ╯╯|||公司產品介紹：|||【91APP 是什麼？我們的願景、產品和客戶成功價值】https://reurl.cc/bXdznr|||【新零售劇場：為什麼我們都在91APP?】https://reurl.cc/Ak9RNe|||【打造 OMO 虛實融合的核心】 https://www.91app.com/omo-power-circle/|||【91APP 跨境】https://www.91app.com/blog/cross-border-hkmkt|||團隊開發日常：|||【推一個!!91APPer~這就是RD啦_生活篇】 https://reurl.cc/E2a0qA|||【Backend RD 的日常】https://reurl.cc/9ZQmoX|||【91APP軟體開發之道】https://happylee.blog/91appway/|||【91APP TechDay 2020 技術論壇】https://reurl.cc/E2a58A|||更多影片連結：|||【雙11備戰全記錄】https://reurl.cc/a9XNyZ|||【雙11戰情之夜 - 獨家曝光】https://reurl.cc/bzyK6r|||【91APP面試分享】https://reurl.cc/pxZ444|||【客戶案例與新零售知識分享】 http://blog.91app.com",軟體工程師,【挑戰SaaS大型對外服務】軟體工程師 (架構部) / Software Engineer (Architecture Team),900k - 1.2m TWD Annually,,https://meet.jobs/zh-TW/jobs/39117-%E6%8C%91%E6%88%B0saas%E5%A4%A7%E5%9E%8B%E5%B0%8D%E5%A4%96%E6%9C%8D%E5%8B%99%E8%BB%9F%E9%AB%94%E5%B7%A5%E7%A8%8B%E5%B8%AB-%E6%9E%B6%E6%A7%8B%E9%83%A8-software-engineer-architecture-team
